000000 0.4996 0.2499 0.2505
001000 0.3591 0.3447 0.2962
002000 0.3552 0.3507 0.2941
003000 0.3569 0.3438 0.2993
004000 0.3603 0.3456 0.2941
005000 0.3584 0.3477 0.2939
006000 0.3594 0.3471 0.2935
007000 0.3594 0.3471 0.2935
008000 0.3594 0.3471 0.2935
009000 0.3594 0.3471 0.2935
010000 0.3594 0.3471 0.2935
011000 0.3594 0.3471 0.2935
012000 0.3594 0.3471 0.2935
013000 0.3594 0.3471 0.2935
014000 0.3594 0.3471 0.2935
015000 0.3594 0.3471 0.2935
016000 0.3594 0.3471 0.2935
017000 0.3594 0.3471 0.2935
018000 0.3594 0.3471 0.2935
019000 0.3594 0.3471 0.2935
020000 0.3594 0.3471 0.2935
