000000 0.5022 0.4978 0.0000
000500 0.0988 0.9012 0.0000
001000 0.0882 0.9118 0.0000
001500 0.0925 0.9075 0.0000
002000 0.0827 0.9173 0.0000
002500 0.0857 0.9143 0.0000
003000 0.0945 0.9054 0.0000
003500 0.1051 0.8949 0.0000
004000 0.0966 0.9034 0.0000
004500 0.0866 0.9134 0.0000
005000 0.0933 0.9067 0.0000
005500 0.0861 0.9139 0.0000
006000 0.0833 0.9167 0.0000
006500 0.0917 0.9083 0.0000
007000 0.0950 0.9051 0.0000
007500 0.0986 0.9014 0.0000
008000 0.0991 0.9009 0.0000
008500 0.0996 0.9004 0.0000
009000 0.0963 0.9037 0.0000
009500 0.0976 0.9024 0.0000
010000 0.0848 0.9153 0.0000
010500 0.0912 0.9088 0.0000
011000 0.0912 0.9088 0.0000
011500 0.0912 0.9088 0.0000
012000 0.0912 0.9088 0.0000
012500 0.0912 0.9088 0.0000
013000 0.0912 0.9088 0.0000
013500 0.0912 0.9088 0.0000
014000 0.0912 0.9088 0.0000
014500 0.0912 0.9088 0.0000
015000 0.0912 0.9088 0.0000
015500 0.0912 0.9088 0.0000
016000 0.0912 0.9088 0.0000
016500 0.0912 0.9088 0.0000
017000 0.0912 0.9088 0.0000
017500 0.0912 0.9088 0.0000
018000 0.0912 0.9088 0.0000
018500 0.0912 0.9088 0.0000
019000 0.0912 0.9088 0.0000
019500 0.0912 0.9088 0.0000
020000 0.0912 0.9088 0.0000
