000000 0.5001 0.2487 0.2511
001000 0.3980 0.3114 0.2906
002000 0.3988 0.3131 0.2881
003000 0.4005 0.3103 0.2893
004000 0.4014 0.3093 0.2893
005000 0.3991 0.3106 0.2903
006000 0.3955 0.3143 0.2901
007000 0.3955 0.3143 0.2901
008000 0.3955 0.3143 0.2901
009000 0.3955 0.3143 0.2901
010000 0.3955 0.3143 0.2901
011000 0.3955 0.3143 0.2901
012000 0.3955 0.3143 0.2901
013000 0.3955 0.3143 0.2901
014000 0.3955 0.3143 0.2901
015000 0.3955 0.3143 0.2901
016000 0.3955 0.3143 0.2901
017000 0.3955 0.3143 0.2901
018000 0.3955 0.3143 0.2901
019000 0.3955 0.3143 0.2901
020000 0.3955 0.3143 0.2901
