(0.0,1.0,0.0,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.0,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.0,0.2,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.0,0.3,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.0,0.4,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.0,0.5,0.1,0.5) = (0.7000,0.0000,0.3000)
(0.0,1.0,0.0,0.6,0.1,0.5) = (0.5639,0.0000,0.4361)
(0.0,1.0,0.0,0.7,0.1,0.5) = (0.4199,0.2466,0.3335)
(0.0,1.0,0.0,0.8,0.1,0.5) = (0.3166,0.4469,0.2365)
(0.0,1.0,0.0,0.9,0.1,0.5) = (0.2436,0.5788,0.1776)
(0.0,1.0,0.0,1.0,0.1,0.5) = (0.2224,0.6364,0.1412)
(0.0,1.0,0.1,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.1,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.1,0.2,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.1,0.3,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.1,0.4,0.1,0.5) = (0.7627,0.0000,0.2373)
(0.0,1.0,0.1,0.5,0.1,0.5) = (0.5617,0.0944,0.3438)
(0.0,1.0,0.1,0.6,0.1,0.5) = (0.4285,0.3709,0.2006)
(0.0,1.0,0.1,0.7,0.1,0.5) = (0.3256,0.4964,0.1781)
(0.0,1.0,0.1,0.8,0.1,0.5) = (0.2853,0.5887,0.1260)
(0.0,1.0,0.1,0.9,0.1,0.5) = (0.2791,0.6168,0.1042)
(0.0,1.0,0.1,1.0,0.1,0.5) = (0.2124,0.6884,0.0992)
(0.0,1.0,0.2,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.2,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.2,0.2,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.2,0.3,0.1,0.5) = (0.9876,0.0000,0.0124)
(0.0,1.0,0.2,0.4,0.1,0.5) = (0.6045,0.1553,0.2402)
(0.0,1.0,0.2,0.5,0.1,0.5) = (0.4729,0.3748,0.1523)
(0.0,1.0,0.2,0.6,0.1,0.5) = (0.3711,0.4907,0.1383)
(0.0,1.0,0.2,0.7,0.1,0.5) = (0.3119,0.5791,0.1090)
(0.0,1.0,0.2,0.8,0.1,0.5) = (0.2831,0.6285,0.0884)
(0.0,1.0,0.2,0.9,0.1,0.5) = (0.2617,0.6687,0.0696)
(0.0,1.0,0.2,1.0,0.1,0.5) = (0.2278,0.6914,0.0808)
(0.0,1.0,0.3,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.3,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.3,0.2,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.3,0.3,0.1,0.5) = (0.6703,0.1054,0.2243)
(0.0,1.0,0.3,0.4,0.1,0.5) = (0.5235,0.3603,0.1162)
(0.0,1.0,0.3,0.5,0.1,0.5) = (0.4367,0.4634,0.0999)
(0.0,1.0,0.3,0.6,0.1,0.5) = (0.3927,0.5133,0.0940)
(0.0,1.0,0.3,0.7,0.1,0.5) = (0.3435,0.5606,0.0959)
(0.0,1.0,0.3,0.8,0.1,0.5) = (0.2832,0.6443,0.0725)
(0.0,1.0,0.3,0.9,0.1,0.5) = (0.2167,0.7261,0.0573)
(0.0,1.0,0.3,1.0,0.1,0.5) = (0.2647,0.6646,0.0707)
(0.0,1.0,0.4,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.4,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.4,0.2,0.1,0.5) = (0.6256,0.0000,0.3744)
(0.0,1.0,0.4,0.3,0.1,0.5) = (0.6790,0.2543,0.0667)
(0.0,1.0,0.4,0.4,0.1,0.5) = (0.5136,0.4009,0.0855)
(0.0,1.0,0.4,0.5,0.1,0.5) = (0.4223,0.4958,0.0820)
(0.0,1.0,0.4,0.6,0.1,0.5) = (0.3310,0.6096,0.0594)
(0.0,1.0,0.4,0.7,0.1,0.5) = (0.2942,0.6445,0.0613)
(0.0,1.0,0.4,0.8,0.1,0.5) = (0.3315,0.6121,0.0564)
(0.0,1.0,0.4,0.9,0.1,0.5) = (0.2596,0.6911,0.0493)
(0.0,1.0,0.4,1.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.5,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.5,0.1,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.5,0.2,0.1,0.5) = (0.6842,0.2342,0.0816)
(0.0,1.0,0.5,0.3,0.1,0.5) = (0.5999,0.3450,0.0550)
(0.0,1.0,0.5,0.4,0.1,0.5) = (0.4738,0.4603,0.0659)
(0.0,1.0,0.5,0.5,0.1,0.5) = (0.3745,0.5829,0.0426)
(0.0,1.0,0.5,0.6,0.1,0.5) = (0.3108,0.6100,0.0792)
(0.0,1.0,0.5,0.7,0.1,0.5) = (0.3557,0.5805,0.0638)
(0.0,1.0,0.5,0.8,0.1,0.5) = (0.3111,0.6378,0.0511)
(0.0,1.0,0.5,0.9,0.1,0.5) = (0.2645,0.6745,0.0610)
(0.0,1.0,0.5,1.0,0.1,0.5) = (0.2668,0.6905,0.0427)
(0.0,1.0,0.6,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.6,0.1,0.1,0.5) = (0.0000,0.0000,1.0000)
(0.0,1.0,0.6,0.2,0.1,0.5) = (0.6476,0.2921,0.0602)
(0.0,1.0,0.6,0.3,0.1,0.5) = (0.6147,0.3371,0.0481)
(0.0,1.0,0.6,0.4,0.1,0.5) = (0.4637,0.4754,0.0609)
(0.0,1.0,0.6,0.5,0.1,0.5) = (0.4217,0.5208,0.0575)
(0.0,1.0,0.6,0.6,0.1,0.5) = (0.3826,0.5635,0.0539)
(0.0,1.0,0.6,0.7,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.6,0.8,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.6,0.9,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.6,1.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.7,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.7,0.1,0.1,0.5) = (0.0000,0.0000,1.0000)
(0.0,1.0,0.7,0.2,0.1,0.5) = (0.6053,0.3305,0.0642)
(0.0,1.0,0.7,0.3,0.1,0.5) = (0.5458,0.4183,0.0359)
(0.0,1.0,0.7,0.4,0.1,0.5) = (0.3632,0.5900,0.0468)
(0.0,1.0,0.7,0.5,0.1,0.5) = (0.5402,0.3984,0.0614)
(0.0,1.0,0.7,0.6,0.1,0.5) = (0.2810,0.6770,0.0420)
(0.0,1.0,0.7,0.7,0.1,0.5) = (0.3298,0.6318,0.0384)
(0.0,1.0,0.7,0.8,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.7,0.9,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.7,1.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.8,0.0,0.1,0.5) = (1.0000,0.0000,0.0000)
(0.0,1.0,0.8,0.1,0.1,0.5) = (0.7076,0.2509,0.0416)
(0.0,1.0,0.8,0.2,0.1,0.5) = (0.4866,0.4676,0.0458)
(0.0,1.0,0.8,0.3,0.1,0.5) = (0.4960,0.4586,0.0454)
(0.0,1.0,0.8,0.4,0.1,0.5) = (0.4535,0.4885,0.0580)
(0.0,1.0,0.8,0.5,0.1,0.5) = (1.0000,0.0000,0.0000)
